trip_id,user_id,name_user,rut_user,vehicle_id,booking_time,start_time,end_time,status_id,travel_dist,membership_id,price_amount,price_tax,price_total,start_lat,start_lon,end_lat,end_lon
3035,335,Chad Sutton,19707881,17,2022-11-07 04:03:53,2022-11-07 04:12:53,2022-11-07 09:23:53,5,61015740,1,8864,1684.16,10548,-33.69309250984407,-71.1745256922031,-34.436365740517125,-71.10151198432649
3036,31,Amy Moreno,30232730,54,2022-06-20 08:07:27,2022-06-20 08:15:27,2022-06-20 09:38:27,4,428613326,3,21681,4119.39,25800,-33.618177638944545,-71.25625894162717,-33.800572317841464,-71.42970326104482
3037,563,Brian Dominguez,57792377,26,2022-10-16 13:34:32,2022-10-16 13:38:32,2022-10-17 09:10:32,5,409,3,18379,3492.01,21871,-33.617212102151875,-70.65461384365977,-34.295640739271974,-71.06308269564049
3038,580,Joshua Peters,30413515,46,2022-01-30 04:04:02,2022-01-30 04:18:02,2022-01-31 00:00:02,1,5215984,2,24561,4666.59,29227,-34.33281279344408,-70.67321132246275,-33.99579684022772,-70.8090128365315
3039,875,Joshua Burns,18364547,32,2022-04-29 12:46:00,2022-04-29 12:47:00,2022-04-29 21:27:00,6,3505,2,1472,279.68,1751,-34.0421351273708,-71.35925560805023,-34.185969508319644,-71.08700888412598
3040,764,Carla Ramirez,67944324,68,2022-07-28 20:18:35,2022-07-28 20:33:35,2022-07-29 00:41:35,4,7982,2,27659,5255.21,32914,-33.79371736653704,-71.15767757946536,-33.80062553702193,-71.04888951422625
3041,76,Laura King,83813304,18,2022-02-14 19:59:47,2022-02-14 20:03:47,2022-02-15 07:15:47,6,4424,2,15448,2935.12,18383,-33.50796904670546,-71.23038600975909,-33.59662744628463,-71.19197236955401
3042,982,Isaac Walker,24788876,60,2022-11-27 00:54:54,2022-11-27 01:07:54,2022-11-27 14:21:54,1,4,2,20446,3884.7400000000002,24330,-33.92296491620809,-70.9900323014413,-34.31156297851526,-70.63556994230707
3043,566,Jamie Wilson,33776890,50,2022-05-07 15:25:19,2022-05-07 15:27:19,2022-05-08 00:47:19,5,703664,3,4386,833.34,5219,-33.99489439675619,-70.86231753964312,-34.247040751132495,-71.37660350613262
3044,578,Melissa Reid,13798450,13,2022-09-24 06:36:03,2022-09-24 06:38:03,2022-09-24 21:07:03,2,785275,2,10988,2087.72,13075,-34.03993992359331,-70.65186444404185,-33.72566219559675,-71.0165575113507
3045,272,Gregory Donovan,19184424,93,2022-05-12 16:35:25,2022-05-12 16:36:25,2022-05-13 10:14:25,3,73138960,1,22466,4268.54,26734,-33.70872400490817,-71.00538479557976,-34.144116029441065,-70.8178676216827
3046,636,Jeffrey Johnson,27485136,82,2022-03-30 16:23:42,2022-03-30 16:27:42,2022-03-30 20:55:42,6,45178,3,26834,5098.46,31932,-34.29341941056925,-70.88617942361626,-33.51921969993139,-71.39150409961061
3047,628,Jean Evans,99560086,64,2022-11-25 12:03:30,2022-11-25 12:06:30,2022-11-26 05:24:30,4,7120,3,5796,1101.24,6897,-34.37840681203802,-71.4205309428626,-34.3431997557221,-71.02499461110665
3048,692,Robert Carr,87329988,0,2022-01-25 06:06:07,2022-01-25 06:20:07,2022-01-25 07:09:07,1,582426,3,5772,1096.68,6868,-33.66365224818108,-70.84607275709075,-33.91745029334821,-70.772238155387
3049,892,Troy Kennedy,55574561,13,2022-09-09 08:51:25,2022-09-09 09:05:25,2022-09-10 00:09:25,3,5896868,3,15808,3003.52,18811,-33.562822748519274,-71.18630111348402,-33.934640474528116,-70.91944810109915
3050,118,Jacob Jensen,63696176,76,2022-10-07 20:45:25,2022-10-07 20:57:25,2022-10-08 18:33:25,6,802,3,19484,3701.96,23185,-33.70326990561673,-71.0064596509533,-33.814342116123676,-70.51525490430922
3051,409,Donna Graham,71695027,52,2022-08-13 11:43:15,2022-08-13 11:50:15,2022-08-14 01:23:15,4,1,1,2612,496.28000000000003,3108,-34.06775543368935,-70.76500087893807,-33.59430461772317,-70.86167962880398
3052,740,Christopher Smith,13023148,2,2022-06-22 13:43:37,2022-06-22 13:54:37,2022-06-23 00:00:37,4,603634,3,3231,613.89,3844,-34.349306582831986,-71.06000826038327,-33.88777364796695,-71.17771493826004
3053,971,Joseph Williams,94590244,38,2022-08-02 23:36:52,2022-08-02 23:46:52,2022-08-03 07:01:52,5,364275569,2,16413,3118.4700000000003,19531,-33.73074082125303,-71.07336781028536,-33.9358227213749,-71.23451969956325
3054,477,Allen Mendoza,45891338,11,2022-06-03 20:56:47,2022-06-03 21:00:47,2022-06-04 05:31:47,1,255776,3,20365,3869.35,24234,-34.07938072523983,-70.79963712962731,-34.160873276805454,-71.06962606834861
3055,837,David Gonzalez,87499725,67,2022-11-17 18:46:19,2022-11-17 18:53:19,2022-11-18 02:52:19,2,1065,1,18071,3433.4900000000002,21504,-34.426282727337686,-71.23498287633853,-34.11047016937097,-70.57628647135145
3056,285,Kyle Vazquez,92851512,44,2022-04-07 20:25:57,2022-04-07 20:39:57,2022-04-08 03:17:57,1,73802,1,5824,1106.56,6930,-33.85137857690268,-71.36644702041798,-33.7186240665643,-71.14169073367711
3057,516,Wendy Rowe,61175489,31,2022-12-08 06:05:57,2022-12-08 06:18:57,2022-12-09 05:14:57,6,7754655,3,25862,4913.78,30775,-33.91078276388918,-71.00624052423878,-34.19738040374341,-71.00083751622967
3058,284,Kimberly Newton,50172932,61,2022-06-17 01:28:36,2022-06-17 01:34:36,2022-06-17 11:03:36,2,128,2,10056,1910.64,11966,-33.904054757161816,-70.99119578472911,-34.48780863974128,-70.61832568145121
3059,364,Daniel Mora,67955851,29,2022-05-25 03:00:07,2022-05-25 03:15:07,2022-05-25 06:56:07,3,62322,2,20711,3935.09,24646,-34.39399062021723,-71.08194710587615,-33.629288911572125,-71.24755173615492
3060,873,Charles Jones,75602034,11,2022-08-06 20:37:16,2022-08-06 20:46:16,2022-08-07 17:16:16,5,1189,2,5819,1105.61,6924,-34.22326470542444,-71.28240161539803,-34.462506635282544,-70.86106283225428
3061,334,James Williams,55776105,24,2022-12-27 15:05:17,2022-12-27 15:20:17,2022-12-28 13:19:17,6,62944,3,7499,1424.81,8923,-34.11760111607264,-71.35670695873131,-34.168404088507806,-71.31189596211566
3062,302,Regina Young,51148890,75,2022-11-07 18:01:14,2022-11-07 18:11:14,2022-11-08 15:26:14,3,477465762,2,17508,3326.52,20834,-33.74487636945008,-70.80937003257968,-34.00016221703261,-71.46187383791317
3063,248,Kimberly Cooper,28994749,23,2022-02-06 01:51:55,2022-02-06 01:53:55,2022-02-06 16:56:55,6,70,2,13419,2549.61,15968,-34.33624109933366,-71.14342697138576,-33.70675386717589,-70.78647823194397
3064,100,Julia Rodriguez,81392364,86,2022-12-20 09:32:40,2022-12-20 09:38:40,2022-12-21 08:32:40,4,9,3,23719,4506.61,28225,-33.54575257415245,-70.68109566447907,-34.19706516939332,-71.31850236443404
3065,102,Kathleen Richards,14238624,77,2022-04-21 15:42:46,2022-04-21 15:44:46,2022-04-22 06:24:46,1,427025,1,9016,1713.04,10729,-33.950470933726194,-70.75465285570336,-34.01607782403692,-71.08121588017528
3066,605,Philip Garcia,78005961,34,2022-08-03 23:59:24,2022-08-04 00:07:24,2022-08-04 03:59:24,2,49456,1,15237,2895.03,18132,-34.101586114516714,-71.18348739167004,-34.476810426867125,-71.0702382965873
3067,490,Bryan Ramsey,78927567,63,2022-05-29 09:10:27,2022-05-29 09:16:27,2022-05-29 22:24:27,3,1,1,19742,3750.98,23492,-33.928349214969536,-71.20844576549887,-33.99581368916624,-70.9116958189038
3068,705,Cheryl Wood,51163432,68,2022-12-10 05:46:28,2022-12-10 05:47:28,2022-12-11 03:04:28,1,7,1,6405,1216.95,7621,-34.10739030469388,-70.97349290077328,-34.28466782566938,-70.72699927906326
3069,314,Steven Walker,23681639,11,2022-05-28 05:10:47,2022-05-28 05:19:47,2022-05-28 23:05:47,4,998,2,8498,1614.6200000000001,10112,-33.944651499279054,-71.13261417953444,-34.31149899585117,-71.33633808495578
3070,983,Jordan Becker,33818081,83,2022-06-11 06:48:23,2022-06-11 06:50:23,2022-06-12 04:54:23,5,3637897,3,16760,3184.4,19944,-33.76991513268978,-70.69290441880632,-34.47483915015372,-71.13040426175121
3071,316,Christian Murray,76639816,63,2022-12-28 10:16:33,2022-12-28 10:25:33,2022-12-28 18:12:33,6,33,3,22066,4192.54,26258,-34.35075632012865,-71.26432599454026,-33.976353213883726,-71.23853207152385
3072,146,Megan Pittman,66138314,13,2022-12-20 22:35:11,2022-12-20 22:44:11,2022-12-21 09:24:11,1,7644,2,16306,3098.14,19404,-34.39274003546969,-71.40977111513928,-33.543863561705294,-71.26300175439046
3073,562,Brittney Nelson,47878439,91,2022-12-31 00:59:39,2022-12-31 01:05:39,2023-01-01 00:46:39,6,4966,2,18013,3422.4700000000003,21435,-33.76119746298554,-71.44325673710446,-34.26737060780058,-70.6326016452898
3074,636,Jeffrey Johnson,27485136,4,2022-12-26 12:19:04,2022-12-26 12:24:04,2022-12-27 10:12:04,5,10922637,3,29997,5699.43,35696,-34.244679250932315,-71.36710017840585,-33.55536163819507,-70.61896335449183
3075,138,Kimberly Livingston,15173399,5,2022-01-31 04:55:32,2022-01-31 05:07:32,2022-01-31 19:58:32,6,89254,3,27981,5316.39,33297,-34.48683524765118,-71.29002374673718,-34.240313741507876,-71.12319312504911
3076,718,James Hurley,49065320,84,2022-02-12 07:52:23,2022-02-12 07:55:23,2022-02-12 14:44:23,3,6370349,1,3045,578.55,3623,-34.03301731554416,-70.50794541928828,-34.27295426790358,-70.8073712746821
3077,512,Jenna Williams,30854961,82,2022-01-10 19:30:02,2022-01-10 19:35:02,2022-01-10 21:43:02,1,181,3,25792,4900.4800000000005,30692,-34.05364628968002,-71.49619265861509,-33.761109711325396,-70.52354274472363
3078,326,Zachary Maddox,75307558,33,2022-08-16 17:11:36,2022-08-16 17:18:36,2022-08-16 23:37:36,6,594,2,4782,908.58,5690,-33.815543420196235,-70.94666299858766,-34.13636433617413,-71.28977906120681
3079,402,Lori Moore,85531562,26,2022-08-04 00:14:23,2022-08-04 00:21:23,2022-08-04 11:28:23,6,8892,2,13537,2572.03,16109,-33.74499474618315,-70.90917116632552,-34.486801751390495,-71.40164307802402
3080,100,Julia Rodriguez,81392364,37,2022-07-29 20:28:15,2022-07-29 20:30:15,2022-07-30 06:19:15,1,84762114,3,14295,2716.05,17011,-34.34872780022431,-71.24479395218759,-33.97088085928619,-70.56914325520292
3081,979,Jorge Gomez,76908262,7,2022-06-28 22:50:31,2022-06-28 22:59:31,2022-06-29 13:17:31,6,804355,2,26123,4963.37,31086,-33.76860271276875,-70.95898178128617,-33.60002803886299,-70.80274294205725
3082,674,Kimberly Deleon,86608844,46,2022-04-01 13:39:18,2022-04-01 13:49:18,2022-04-01 20:42:18,1,641,1,25336,4813.84,30149,-34.37372315323072,-71.49559167041281,-34.117452872179236,-70.88049161429899
3083,862,Melissa Rivera,68433983,96,2022-05-18 17:31:29,2022-05-18 17:41:29,2022-05-19 14:25:29,6,5514475,3,18823,3576.37,22399,-33.80399796588264,-71.47061088704707,-34.475596540008986,-70.61805608994112
3084,834,Janice Moreno,10183776,28,2022-05-08 09:57:35,2022-05-08 10:07:35,2022-05-09 00:29:35,2,6818672,3,10452,1985.88,12437,-33.55012486707187,-70.55884293989307,-34.12518699137687,-71.08143572956608
3085,285,Kyle Vazquez,92851512,57,2022-08-03 19:24:27,2022-08-03 19:32:27,2022-08-03 21:25:27,3,89,2,20314,3859.66,24173,-34.014597957604465,-71.48596621887981,-34.00518099271095,-70.62189049279357
3086,592,Elizabeth Bell,29787785,9,2022-12-17 12:28:15,2022-12-17 12:29:15,2022-12-18 02:45:15,3,850535679,2,15597,2963.43,18560,-34.249599157356855,-70.77244677487593,-34.068196246727325,-71.00512581476633
3087,56,Jason Mcdonald,34756589,49,2022-09-15 14:45:53,2022-09-15 14:52:53,2022-09-15 17:55:53,4,78700195,3,6264,1190.16,7454,-33.59020882266104,-71.12726108289445,-33.61735486220714,-71.29918611748751
3088,508,Ann Merritt,59568477,72,2022-06-11 08:00:24,2022-06-11 08:15:24,2022-06-11 20:12:24,5,299210090,3,26279,4993.01,31272,-33.830083882414165,-71.30117155594506,-33.56949526154872,-70.62948685946192
3089,845,Lynn Robinson,66561250,53,2022-04-08 10:58:07,2022-04-08 11:03:07,2022-04-08 13:11:07,4,856543,2,6951,1320.69,8271,-33.96108607134923,-70.82925002670588,-33.71897259525866,-70.83100025869354
3090,450,Joseph Rogers,98386668,61,2022-11-18 03:43:35,2022-11-18 03:57:35,2022-11-19 01:45:35,6,1,1,5562,1056.78,6618,-33.66823880502599,-71.00097966000992,-34.08143818753048,-71.08565705299269
3091,384,Brian Farmer,31696919,0,2022-03-23 15:07:46,2022-03-23 15:15:46,2022-03-24 01:05:46,6,1715466,3,6625,1258.75,7883,-33.919404088017735,-70.73848931075484,-34.159828197550134,-71.14561116544017
3092,928,Gail Gonzales,63461124,22,2022-02-04 09:09:45,2022-02-04 09:13:45,2022-02-04 11:51:45,4,8353,2,5608,1065.52,6673,-34.0100151452373,-71.42222216421624,-33.713089900645606,-71.09579086561669
3093,346,Matthew Hall,20245174,62,2022-07-26 19:14:47,2022-07-26 19:17:47,2022-07-26 23:42:47,1,7,1,8509,1616.71,10125,-34.2907983601155,-70.73580003925679,-34.12301398415883,-71.12433476885211
3094,910,Tyler Knight,43782516,62,2022-01-19 07:16:10,2022-01-19 07:27:10,2022-01-20 00:28:10,3,76,3,21343,4055.17,25398,-34.055475150704034,-70.82788448626374,-33.75232282042015,-70.73960116736134
3095,515,Wanda Martinez,51291151,53,2022-07-18 10:48:03,2022-07-18 10:55:03,2022-07-18 23:39:03,5,63,2,1613,306.47,1919,-34.39416976474692,-70.8997753761311,-34.20704500740166,-70.62448742774133
3096,65,Anthony Pierce,37696692,21,2022-04-24 21:44:55,2022-04-24 21:47:55,2022-04-24 22:27:55,4,7,1,23532,4471.08,28003,-34.36309462825112,-71.46531023735156,-34.34154129190073,-70.69576225427159
3097,701,Cynthia Romero,36315094,45,2022-11-28 11:37:44,2022-11-28 11:44:44,2022-11-29 00:34:44,5,510830191,3,24036,4566.84,28602,-33.62710252939459,-70.97698049027937,-34.49847370350312,-70.70203034611025
3098,374,Christopher Carter,95442896,86,2022-10-02 12:26:18,2022-10-02 12:27:18,2022-10-02 15:50:18,6,884592,1,24018,4563.42,28581,-33.94521846996843,-71.47354421751015,-33.6518777954693,-70.8238598257068
3099,597,David Ayers,85115286,23,2022-10-15 13:13:24,2022-10-15 13:27:24,2022-10-16 05:56:24,4,5704782,2,9041,1717.79,10758,-33.89381598375225,-70.89272471821003,-34.2715348408655,-71.28526976131782
3100,373,Diamond Walsh,58026763,79,2022-10-22 12:43:49,2022-10-22 12:58:49,2022-10-22 15:09:49,3,37815757,1,14809,2813.71,17622,-33.72880749692336,-71.32113856340973,-33.897508457649124,-71.44277359725062
3101,443,Elizabeth Hendricks,21972065,6,2022-04-08 23:51:29,2022-04-09 00:04:29,2022-04-09 17:20:29,4,50,3,8108,1540.52,9648,-34.30584395199445,-70.75910634492794,-34.02215928117562,-71.16553584587383
3102,515,Wanda Martinez,51291151,18,2022-10-05 04:15:29,2022-10-05 04:19:29,2022-10-05 21:41:29,6,588002813,2,10841,2059.79,12900,-34.355062263943786,-71.07951583670338,-34.12651779380433,-70.84991056168852
3103,644,Shannon Carney,22516340,36,2022-09-06 00:07:01,2022-09-06 00:09:01,2022-09-06 07:32:01,6,782,1,9666,1836.54,11502,-34.41062190966522,-71.34986085148367,-33.66013042322121,-70.61976330736161
3104,417,Kelly Taylor,97224130,34,2022-08-12 00:00:52,2022-08-12 00:11:52,2022-08-13 00:02:52,3,5,3,8285,1574.15,9859,-33.66551490978838,-70.77140203086171,-34.48379680186079,-70.58449960095986
3105,428,Tony Johnson,10917967,10,2022-11-28 17:28:32,2022-11-28 17:39:32,2022-11-29 13:14:32,5,9821,1,13377,2541.63,15918,-33.529699758460495,-70.67758045803075,-33.77499119904897,-70.91751724140262
3106,423,Francis Moore,22526349,67,2022-10-19 03:32:57,2022-10-19 03:39:57,2022-10-19 20:50:57,1,28737,3,17005,3230.95,20235,-33.80610745212931,-70.75213883919972,-34.22364641442673,-71.38638765764291
3107,161,Brenda Drake,71342885,91,2022-10-13 11:56:21,2022-10-13 11:57:21,2022-10-14 02:11:21,5,288,2,19628,3729.32,23357,-33.873865807213036,-70.96201351711723,-34.385200270404106,-70.71439061230612
3108,612,Andrea Ward,98812355,82,2022-01-18 02:09:22,2022-01-18 02:12:22,2022-01-18 22:23:22,6,194428527,3,3841,729.79,4570,-33.74967195854851,-70.66271350028426,-34.43982597187677,-71.39124331082357
3109,920,Katherine Young,20547524,25,2022-10-13 16:30:37,2022-10-13 16:43:37,2022-10-13 21:38:37,6,658,2,20225,3842.75,24067,-34.194744788598975,-71.15461203507623,-33.70032241540046,-71.46651423049535
3110,961,Brandi Patterson,56596931,37,2022-10-13 01:36:37,2022-10-13 01:45:37,2022-10-13 10:04:37,1,96205,1,25171,4782.49,29953,-34.34784507730395,-71.18367040203718,-33.72217580982522,-71.37565368692067
3111,190,Stanley Price,46862360,97,2022-03-04 03:06:26,2022-03-04 03:20:26,2022-03-04 23:29:26,2,832163,3,24723,4697.37,29420,-33.70334342788044,-70.78067628652009,-33.50230985797797,-70.82749440957703
3112,467,Mia Ford DVM,26950812,90,2022-03-21 00:31:44,2022-03-21 00:40:44,2022-03-21 23:03:44,5,1666512,3,2160,410.4,2570,-33.97824181087709,-70.76296778487614,-33.56124376425776,-70.68591849876378
3113,979,Jorge Gomez,76908262,63,2022-06-16 16:27:06,2022-06-16 16:41:06,2022-06-17 10:58:06,3,503552359,3,18057,3430.83,21487,-34.35134289716728,-70.77540258517847,-34.140221051565675,-70.50078419459527
3114,573,Nancy Larson,21395537,96,2022-10-17 00:48:07,2022-10-17 00:55:07,2022-10-17 16:27:07,6,68540,3,8994,1708.8600000000001,10702,-34.480593425020515,-70.92965833212143,-33.5510024626912,-71.04670394836756
3115,603,Ashley Scott,82774526,48,2022-04-16 13:42:45,2022-04-16 13:45:45,2022-04-17 02:55:45,3,932217,1,10323,1961.3700000000001,12284,-34.128494747236985,-70.5798579158302,-33.85244637621649,-71.26968576093536
3116,296,Jacob Myers PhD,22047841,79,2022-12-17 19:35:08,2022-12-17 19:50:08,2022-12-18 01:58:08,2,41,1,4866,924.54,5790,-33.795894296355605,-70.78145691242577,-34.31725367595689,-70.77027371002555
3117,604,Ralph Escobar,85157066,59,2022-08-26 07:02:31,2022-08-26 07:12:31,2022-08-27 01:14:31,1,811,3,25197,4787.43,29984,-34.327004099781576,-71.0567914067927,-33.62666595314533,-70.72268067955883
3118,581,Kenneth Nicholson,11915880,95,2022-02-21 17:45:12,2022-02-21 18:00:12,2022-02-22 05:25:12,1,7,1,12639,2401.41,15040,-34.04200431111499,-70.78827822986813,-33.54664388889842,-71.00779255486026
3119,778,Jenna Castro,90111955,14,2022-03-15 10:20:02,2022-03-15 10:31:02,2022-03-15 11:32:02,2,7,2,25734,4889.46,30623,-34.32942105614037,-70.78335887138722,-33.572481321667006,-70.90762859273842
3120,631,Todd Henry,77003487,32,2022-09-30 23:32:20,2022-09-30 23:35:20,2022-10-01 22:07:20,3,5560303,3,5807,1103.33,6910,-33.79794594483089,-70.75291121155533,-33.59369751276564,-71.24564230953607
3121,545,Danielle Novak,80146181,3,2022-11-19 03:08:41,2022-11-19 03:18:41,2022-11-19 09:35:41,3,10818635,3,27987,5317.53,33304,-34.47691604526199,-71.00245359240552,-33.78828864074024,-71.30958106103259
3122,461,Levi Porter,29287614,65,2022-09-19 09:53:18,2022-09-19 09:54:18,2022-09-19 12:01:18,1,80627013,2,17041,3237.79,20278,-34.081521663551264,-70.86666057112551,-34.02596190400011,-71.12864661307378
3123,73,Kimberly Adams,47577812,70,2022-09-29 15:14:06,2022-09-29 15:20:06,2022-09-30 15:13:06,3,3,2,25123,4773.37,29896,-33.98735162463828,-70.9521689554851,-33.51401404834813,-70.87217755112138
3124,975,Alicia Burgess,51594756,31,2022-12-07 02:15:43,2022-12-07 02:20:43,2022-12-08 00:12:43,5,30,1,3643,692.17,4335,-34.42241566899231,-71.02533840071511,-34.3668423286525,-71.40102696956508
3125,957,Michael Williams,41375895,30,2022-08-26 00:42:07,2022-08-26 00:51:07,2022-08-26 21:39:07,2,4490,3,17042,3237.98,20279,-33.984705213123014,-70.67296770415388,-34.47899058919939,-71.24719302381263
3126,310,Stephen Harris,63465093,89,2022-01-01 20:53:09,2022-01-01 20:55:09,2022-01-02 02:41:09,2,140285,3,15352,2916.88,18268,-33.99792314043782,-71.4449828135795,-33.68531538410322,-70.85685061753638
3127,215,Marcus Hartman,59399911,44,2022-12-06 07:59:14,2022-12-06 08:00:14,2022-12-06 17:14:14,2,363,3,23741,4510.79,28251,-34.41527187281222,-71.41098229879492,-34.39854461940861,-70.50007776507204
3128,105,Travis Lopez,48832385,80,2022-07-10 07:52:17,2022-07-10 08:07:17,2022-07-10 15:25:17,1,66298516,3,25942,4928.9800000000005,30870,-34.2857610224801,-70.69141845878046,-34.27298011066759,-71.01803299396155
3129,201,Ralph Mosley,60129767,20,2022-10-10 18:17:22,2022-10-10 18:24:22,2022-10-10 21:12:22,2,39129,2,9317,1770.23,11087,-34.035821535954526,-70.93899211099466,-34.04179624109015,-71.01176590326583
3130,42,Christine Raymond,49526598,54,2022-12-14 12:55:36,2022-12-14 12:59:36,2022-12-14 22:28:36,5,126,3,3554,675.26,4229,-34.29235980102411,-70.88690467621745,-33.775108315090854,-71.12387944048781
3131,693,Dominic Adkins PhD,52511148,68,2022-09-13 22:50:09,2022-09-13 22:58:09,2022-09-14 22:42:09,3,1103,1,14554,2765.26,17319,-34.25892189497219,-71.03161423775788,-34.005166961740976,-70.97527947486464
3132,180,Rodney Mendoza,58660335,50,2022-06-09 07:15:01,2022-06-09 07:18:01,2022-06-10 00:16:01,1,7021,1,28340,5384.6,33724,-34.144149557894934,-71.05412373980288,-33.5471374762653,-70.7094161455957
3133,644,Shannon Carney,22516340,92,2022-05-05 17:05:01,2022-05-05 17:15:01,2022-05-06 01:44:01,1,896038487,1,12416,2359.04,14775,-33.9714060012244,-70.83450402451184,-34.3495250889406,-70.89228189179141
3134,626,Tommy Harding,99818685,12,2022-10-05 13:40:49,2022-10-05 13:50:49,2022-10-06 11:40:49,3,7805,1,5290,1005.1,6295,-33.593192221797494,-71.24944072238273,-34.12471501477642,-70.92241099435785
3135,713,Timothy Hodges,26941632,19,2022-10-26 07:28:35,2022-10-26 07:31:35,2022-10-27 00:13:35,4,445284135,3,20564,3907.16,24471,-33.61887723950189,-71.03795116749355,-33.538278087621634,-71.22143431049791
3136,889,Beth Young,37284629,24,2022-09-03 04:58:43,2022-09-03 05:03:43,2022-09-03 08:49:43,4,59853,3,9250,1757.5,11007,-33.991359380970515,-71.34122748912523,-33.89990456116161,-70.53369838738743
3137,596,Ashley Harris,45305185,91,2022-01-11 01:14:45,2022-01-11 01:27:45,2022-01-11 04:49:45,5,33104,2,8119,1542.6100000000001,9661,-33.8824043715179,-70.59347858739899,-33.75373019073169,-71.03801052795971
3138,195,James Mcmillan,98018086,82,2022-12-13 23:22:43,2022-12-13 23:32:43,2022-12-14 08:16:43,1,60390606,2,28850,5481.5,34331,-34.22051814859537,-70.88780752149066,-33.81845237217018,-70.89959038063873
3139,520,Kim Andrews,68758916,41,2022-04-27 18:19:09,2022-04-27 18:25:09,2022-04-28 10:43:09,3,5086455,1,16397,3115.43,19512,-33.707976301490184,-70.74890281356556,-34.00932001241038,-70.52762599307691
3140,785,Denise Thomas,95606322,52,2022-05-15 01:15:41,2022-05-15 01:28:41,2022-05-15 16:26:41,6,54505,1,1687,320.53000000000003,2007,-33.80176806407041,-71.40298439845765,-33.71713911175819,-70.74340428321305
3141,170,Bruce Roy,88356692,92,2022-02-01 06:10:19,2022-02-01 06:15:19,2022-02-02 05:22:19,4,98729949,2,15966,3033.54,18999,-33.66170342599435,-71.39073758179663,-34.0520443376545,-71.1140086119582
3142,686,Ryan Christensen,25005004,60,2022-11-12 00:05:10,2022-11-12 00:12:10,2022-11-12 10:41:10,4,5002,1,25374,4821.06,30195,-34.12515066365229,-70.95174422748438,-34.04454184921887,-71.44843608753281
3143,200,Patrick James,89250526,46,2022-12-27 18:38:01,2022-12-27 18:42:01,2022-12-28 00:17:01,6,7835,3,27406,5207.14,32613,-33.90728911682335,-70.62677648623708,-33.619261854436566,-70.57496447134233
3144,763,Mrs. Tami Ellis,52980255,46,2022-02-23 18:57:30,2022-02-23 19:06:30,2022-02-24 00:59:30,4,15445046,1,9478,1800.82,11278,-33.88456887747004,-71.02367751419263,-33.61148207187398,-70.9801367783101
3145,4,Charles Cabrera,47082491,90,2022-07-11 10:40:30,2022-07-11 10:47:30,2022-07-12 04:02:30,6,9718,3,5582,1060.58,6642,-33.55917515207679,-71.18795968338472,-34.43793419857107,-71.11535518751333
3146,52,Emily Washington,36581600,46,2022-11-26 21:59:40,2022-11-26 22:00:40,2022-11-26 22:59:40,6,581830672,3,26338,5004.22,31342,-34.46921352660318,-70.962120809012,-34.148114893244035,-70.96831727674135
3147,546,Charles Klein,64572146,45,2022-06-13 11:31:40,2022-06-13 11:46:40,2022-06-14 11:44:40,4,5111941,2,24970,4744.3,29714,-33.91615115778027,-71.17383262863969,-33.544396861646305,-71.47279449669371
3148,527,Kevin Mcdonald,83293458,56,2022-01-24 02:52:50,2022-01-24 03:07:50,2022-01-24 06:00:50,4,528815,3,5201,988.19,6189,-34.27919968232936,-71.18269286141515,-34.27749550898474,-71.20825670949283
3149,613,Julie Macias,86450468,45,2022-09-12 12:44:57,2022-09-12 12:50:57,2022-09-12 23:57:57,1,787863642,3,25716,4886.04,30602,-33.87271913084364,-71.4158631329536,-33.99670198810435,-70.6887550145181
3150,213,Bonnie Hudson,50879046,31,2022-06-18 15:44:38,2022-06-18 15:52:38,2022-06-18 21:58:38,3,72,2,24531,4660.89,29191,-33.66207173221317,-71.28901468049847,-34.43403929750062,-70.88668544613854
3151,241,Jerry Frank,79261782,35,2022-09-09 04:23:01,2022-09-09 04:37:01,2022-09-09 21:01:01,4,6,2,24432,4642.08,29074,-34.15487604493324,-71.49482345394807,-34.3565790276544,-71.06577812367104
3152,225,Rebecca Avila,93318775,86,2022-11-17 22:53:09,2022-11-17 23:05:09,2022-11-18 01:46:09,4,1643338,1,2709,514.71,3223,-34.32588901254743,-70.68899631796472,-34.478530548861706,-70.7134917023714
3153,391,Melissa Mcpherson,15194232,8,2022-02-25 15:55:40,2022-02-25 16:09:40,2022-02-25 23:06:40,2,240001,2,18191,3456.29,21647,-34.31139063200589,-70.52567980363068,-34.4667784513909,-70.88268323076004
3154,141,Ernest Medina,91983947,55,2022-12-31 12:25:29,2022-12-31 12:26:29,2023-01-01 11:15:29,5,3,1,11581,2200.39,13781,-34.41881772363295,-70.70527970333654,-33.66469192195739,-71.2738629314694
3155,311,Kayla Strickland,30517365,54,2022-12-02 04:36:31,2022-12-02 04:49:31,2022-12-02 23:52:31,1,9007106,2,17726,3367.94,21093,-33.692412033450566,-70.68212812377338,-33.931758074527664,-71.41563768942628
3156,145,Charles Ramirez,87621866,31,2022-10-09 19:12:24,2022-10-09 19:13:24,2022-10-10 10:35:24,2,4,2,15597,2963.43,18560,-34.37610187687974,-71.13612477252715,-33.94878924188171,-70.53810126312742
3157,958,Brittany Robinson,60715530,60,2022-01-08 04:50:40,2022-01-08 05:01:40,2022-01-08 21:49:40,5,65113,2,9069,1723.1100000000001,10792,-34.33447891522481,-71.26519277652163,-34.27711356388606,-71.31452985872855
